477	460.719
478	476.489
479	493.323
480	510.941
481	532.631
482	555.768
483	581.953
484	611.732
485	641.861
486	674.159
487	703.026
488	730.552
489	751.603
490	772.113
491	790.085
492	810.967
493	834.646
494	860.691
495	890.427
496	921.886
497	956.067
498	989.194
499	337.928
